"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","ipOptCnt","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isLab"
42,288230376151728128,0,3,2048,51035,21,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,3026175097,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,1,1,4,1380,1,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,4,1,1,1,1,2,0,"1"
141,288230376151728128,0,3,2048,68,67,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008745024,0.008745024,0.008745024,0.008745024,0,0.008745024,0,0,0,0,0,1,1,2,2,2,1,2778,532562,"1"
27,576460752303456256,0,3,34525,5353,5353,17,5353,1,0,341,0,341,341,341,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,341,"1"
52,288230376151728128,7.002274,3,2048,49386,7000,6,7000,7,0,0,0,0,0,0,0,2.001947,1.000325,0.4626293,0.9996752,0,1,0,19,0,0,63,63,0,96,64,0,2609395136,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2868620401,0,0.001,2868620.537,1687605698,0,65535,0,0,0,0,0,3,0,0,0,1,12,2,2,2,1,21,0,"1"
86,288230376151728128,0,3,2048,58984,6588,6,6588,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,2015042306,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,3,18,18,18,1,32,0,"1"
4,288230376151728128,599.970569,3,2048,0,0,2,0,11,0,0,0,0,0,0,0,60.00932,54.54278,13.51235,0.01833423,0,1,0,1,3067,4045,1,1,0,192,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,11,0,"1"
116,288230376151728128,15.554002,3,2048,443,49272,6,443,9,0,168,0,0,24,18.66667,8.297421,7.838872,1.728222,2.32136,0.5786292,10.80108,-1,1,19,1,1,49,49,0,0,64,0,3396578988,2,24,9,0,0,0,504,504,504,504,0,0,0,281,0,9,27,258,0,0,1346885851,3351293611,0.001,1346885.915,1689127712,0,65535,0,0,0,0,0,3,0,0,0,1,3,3,5,5,1.666667,125,2328,"1"
1,288230376151728128,3600.184389,3,2048,57349,2408,17,57349,15381,15017,2951216,7466659,32,1312,191.8741,163.4659,2.135021,0.234067,0.5388681,4.272281,819.7402,0.01197447,-0.4334323,1,0,0,64,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.068771,2e-05,2.134553,0.07556982,0.1665637,0.260511,0.5762991,0,0,0,0,1,1,1,1,1,1,0,4198402,"1"
5,288230376151728128,57.663924,3,2048,443,49231,6,443,6,0,144,0,24,24,24,0,29.63016,9.610654,9.2191,0.1040512,2.497229,-1,1,19,1,1,58,58,0,0,64,0,9939771,1,0,6,0,0,0,251,251,251,251,0,0,0,281,0,6,18,258,0,0,852520811,1622058674,0.001,852520.8515,1689621734,0,65535,0,0,0,0,0,131,0,0,0,1,8,4,33,33,8.25,48,1008,"1"
40,288230376151728128,0,3,2048,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65535,0,1,1,0,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,30,0,"1"
41,288230376151728128,57.316752,3,2048,443,49351,6,443,11,0,216,0,0,24,19.63636,7.755972,28.67313,5.210614,8.114107,0.191916,3.768532,-1,1,19,1,1,58,58,0,0,64,0,1680674316,2,24,11,0,0,0,251,251,251,251,0,0,0,281,0,11,33,258,0,0,4080940322,4209381239,0.001,4080940.516,1686473255,0,65535,0,0,0,0,0,3,0,0,0,1,6,1,5,5,5,22,432,"1"
16,288230376151728128,0,3,2048,40260,443,17,443,1,0,24,0,24,24,24,0,0,0,0,0,0,1,1,1,65535,0,242,242,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,24,"1"
78,288230376151728128,7.00206,3,2048,55814,7000,6,7000,7,0,0,0,0,0,0,0,1.930898,1.000294,0.4431947,0.9997058,0,1,0,19,0,0,62,62,0,0,64,0,1262181019,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,737435180,0,0.001,737435.215,1689736899,0,65535,0,0,0,0,0,3,0,0,0,1,12,1,1,1,1,7,0,"1"
5,288230376151728128,3539.954158,3,2048,0,0,2,0,60,0,0,0,0,0,0,0,60.0102,58.99924,6.139982,0.01694937,0,1,0,1,36221,7497,1,1,0,192,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,60,0,"1"
125,288230376151728128,0.921618,3,2048,37592,22,6,22,2,0,0,0,0,0,0,0,0.921618,0.460809,0.3258412,2.170097,0,1,0,19,1,1,42,42,0,0,64,0,3121965664,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,1,2,10,286,1380,0,1842165998,0,0.001,1842166.085,1688714049,0,65535,0,0,0,0,0,3,0,0,0,1,2,1,1,1,1,6,185,"1"
37,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.01201898,0,0,0,0,0,1,2,1,1,1,1,3,900,"1"
15,576460752303456256,0,3,34525,5353,5353,17,5353,1,0,417,0,417,417,417,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1280,"1"
109,576460752303456256,75.452789,3,34525,5353,5353,17,5353,5,0,1029,0,172,341,205.8,60.46328,68.44691,15.09056,23.88814,0.0662666,13.63767,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,1370,"1"
29,288230376151728128,0,3,2048,55699,41768,17,41768,1,0,1024,0,1024,1024,1024,0,0,0,0,0,0,1,1,1,65535,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,4,1024,"1"
138,288230376151728128,7.006636,3,2048,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.001421,1.751659,1.256412,0.5708874,98.19263,1,1,1,30470,41428,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1143,207460,"1"
108,288230376151728128,75.452864,3,2048,5353,5353,17,5353,5,0,1029,0,172,341,205.8,60.46328,68.44692,15.09057,23.88814,0.06626654,13.63765,1,1,1,2064,52108,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2126,416386,"1"
10,288230376151728128,0,3,2048,443,49364,6,443,1,0,64,0,64,64,64,0,0,0,0,0,0,-1,1,19,65535,0,54,54,0,0,64,0,151328178,1,0,1,0,0,0,501,501,501,501,0,0,0,16,0,1,3,258,0,0,2044820984,2167352348,0.01,20448209.38,1670105901,0,65535,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,64,"1"
106,288230376151728128,0,3,2048,68,67,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012397,0.01012397,0.01012397,0.01012397,0,0.01012397,0,0,0,0,0,2,1,2,2,1,1,1365,263665,"1"
50,288230376151728128,120.013334,3,2048,0,0,2,0,3,0,0,0,0,0,0,0,60.00678,40.00444,20.81896,0.02499722,0,1,0,1,2198,2318,1,1,0,192,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,16,0,"1"
98,288230376151728128,15.576622,3,2048,443,51903,6,443,9,0,168,0,0,24,18.66667,8.297421,8.035754,1.730736,2.362141,0.5777889,10.78539,-1,1,19,1,1,49,49,0,2,64,0,3346922920,2,24,9,0,0,0,504,504,504,504,0,0,0,281,0,9,27,258,0,0,1346734811,2363651108,0.001,1346734.875,1689127712,0,65535,0,0,0,0,0,3,0,0,0,1,5,10,14,14,1.4,90,1680,"1"
40,288230376151728128,0,3,2048,443,49167,6,443,1,0,31,0,31,31,31,0,0,0,0,0,0,-1,1,19,65535,0,44,44,0,0,64,0,10309126,1,0,1,0,0,0,501,501,501,501,0,0,0,281,4096,1,3,258,0,0,2091213779,3523912241,0.01,20912137.32,1669562092,0,65535,0,0,0,0,0,131,0,0,0,1,12,1,40,40,40,1,31,"1"
121,288230376151728128,0,3,2048,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65535,0,1,1,0,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,15,0,"1"
106,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.01012397,0,0,0,0,0,1,2,1,1,1,1,1,300,"1"
6,288230376151728128,0,3,2048,853,50211,6,853,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,531,65535,0,57,57,0,0,64,0,2474737010,1,0,1,0,0,0,65160,65160,65160,65160,0,0,0,594,4096,1,5,286,1380,2048,4201352971,4222700630,0.01,42013528.77,1648658114,0,65535,0,0,0,0,0,3,0,0,0,1,2,2,1,1,0.5,2,0,"1"
44,288230376151728128,0,3,2048,46570,29031,6,29031,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,2958532341,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,6,25,"1"
5,288230376151728128,42.473563,3,2048,443,49236,6,443,3,0,93,0,31,31,31,0,28.16322,14.15786,9.080136,0.07063217,2.189597,-1,1,19,1,1,55,55,0,0,64,0,1089776140,1,0,3,0,0,0,501,501,501,501,0,0,0,281,4096,3,9,258,0,0,2789673534,3718944634,0.001,2789673.667,1687764466,0,65535,0,0,0,0,0,131,0,0,0,1,15,3,25,25,8.333333,11,341,"1"
125,288230376151728128,0,3,2048,68,67,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01063494,0.01063494,0.01063494,0.01063494,0,0.01063494,0,0,0,0,0,2,1,2,2,1,1,1016,193382,"1"
33,288230376151728128,57.219426,3,2048,443,49317,6,443,11,0,216,0,0,24,19.63636,7.755972,28.55853,5.201766,8.097043,0.1922424,3.774942,-1,1,19,1,1,57,57,0,0,64,0,509458576,2,24,11,0,0,0,251,251,251,251,0,0,0,281,0,11,33,258,0,0,1590694391,194106093,0.004,6362777.866,1684191407,0,65535,0,0,0,0,0,3,0,0,0,1,7,3,10,10,3.333333,88,1728,"1"
137,576460752303456256,7.007371,3,34525,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.002946,1.751843,1.256944,0.5708275,98.18233,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,688,"1"
51,288230376151728128,58.67447,3,2048,443,49166,6,443,11,0,1010,0,56,129,91.81818,26.87782,29.2274,5.334043,8.252723,0.1874751,17.21362,-1,1,19,1,1,120,120,0,0,0,0,4286381442,2,73,11,0,0,0,269,269,269,269,0,0,0,281,64,11,33,258,0,0,1008964629,57081941,0.001,1008964.677,1689465406,0,65535,0,0,0,0,0,3,0,0,0,1,8,1,27,27,27,11,1010,"1"
125,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.01063494,0,0,0,0,0,1,2,1,1,1,1,1,300,"1"
115,288230376151728128,14.718595,3,2048,443,49271,6,443,9,0,168,0,0,24,18.66667,8.297421,7.552443,1.635399,2.23505,0.6114714,11.41413,-1,1,19,1,1,57,57,0,0,64,0,4015336374,2,24,9,0,0,0,504,504,504,504,0,0,0,281,0,9,27,258,0,0,3699392208,252308846,0.001,3699392.384,1686775205,0,65535,0,0,0,0,0,3,0,0,0,1,4,1,7,7,7,18,336,"1"
17,288230376151728128,57.577045,3,2048,443,49279,6,443,11,0,216,0,0,24,19.63636,7.755972,28.63856,5.234277,8.109261,0.1910484,3.751495,-1,1,19,1,1,58,58,0,0,64,0,3847382923,2,24,11,0,0,0,251,251,251,251,0,0,0,281,0,11,33,258,0,0,330593901,995178568,0.001,330593.9167,1690143662,0,65535,0,0,0,0,0,3,0,0,0,1,8,3,32,32,10.66667,48,1008,"1"
5,288230376151728128,105.985423,3,2048,443,50187,6,443,5,0,805,0,161,161,161,0,30.29096,21.19708,9.928987,0.0471763,7.595384,-1,1,19,1,1,120,120,0,0,0,0,511385112,1,0,5,0,0,0,266,266,266,266,0,0,0,24,64,5,15,258,0,1,1197151390,2364642624,0.001,1197151.447,1689474597,0,65535,0,0,0,0,0,3,0,0,0,1,2,1,1,1,1,5,805,"1"
37,288230376151728128,1439.941371,3,2048,0,0,2,0,25,0,0,0,0,0,0,0,60.1086,57.59766,9.339711,0.01736182,0,1,0,1,3469,4822,1,1,0,192,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,25,0,"1"
137,288230376151728128,0,3,2048,137,137,17,137,1,0,68,0,68,68,68,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,881,158425,"1"
136,288230376151728128,7.007359,3,2048,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.002927,1.75184,1.256934,0.5708284,98.1825,1,1,1,33777,17489,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1402,271974,"1"
2,288230376151728128,164.031822,3,2048,2408,53934,17,53934,62,0,6638,0,84,115,107.0645,10.46474,27.13698,2.645675,5.390694,0.3779755,40.46776,1,1,1,1,25876,57,57,0,0,16452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0.25,2717,1810265,"1"
25,288230376151728128,0,3,2048,137,137,17,137,1,0,68,0,68,68,68,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,989,196892,"1"
52,288230376151728128,0,3,2048,443,49368,6,443,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,17,65535,0,109,109,0,0,64,0,599166867,1,0,1,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,195,0,0,0,1,19,1,29,29,29,9,0,"1"
84,288230376151728128,0,3,2048,58972,6588,6,6588,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,65197368,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,2,20,20,20,1,32,0,"1"
142,69,0,2,2054,0,0,0,0,1,1,28,46,28,28,28,0,0,0,0,0,0,0,-0.2432432,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
12,288230376151728128,0,3,2048,443,49356,6,443,1,0,63,0,63,63,63,0,0,0,0,0,0,-1,1,19,65535,0,55,55,0,0,64,0,2845536248,1,0,1,0,0,0,501,501,501,501,0,0,0,281,4096,1,3,258,0,0,1729778377,2589112969,0.01,17297783.38,1673256328,0,65535,0,0,0,0,0,131,0,0,0,1,18,1,28,28,28,2,126,"1"
32,288230376151728128,46.68047,3,2048,443,49202,6,443,11,0,414,0,0,46,37.63636,15.3143,20.77887,4.243679,5.676293,0.2356446,8.868805,-1,1,19,1,1,107,107,0,0,64,0,3061104966,3,93,11,0,0,0,16384,11468.8,0,16384,1,0,0,1309,0,10,30,258,0,0,703777488,2572613303,0.001,703777.5214,1689770456,0,65535,0,0,0,0,0,67,0,0,0,1,15,1,22,22,22,11,414,"1"
142,68,0,2,2054,0,0,0,0,1,1,46,28,46,46,46,0,0,0,0,0,0,0,0.2432432,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
1,288230376151728128,3600.000612,3,2048,2408,53501,17,53501,15772,15809,7806171,3001719,72,1312,494.9386,455.4472,4.60514,0.2282524,0.5414525,4.38111,2168.38,-0.001171591,0.4445319,1,1,3839,57,57,0,0,16452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004846016,3.1e-05,2.031497,0.1752286,0.5344042,0.004846016,0,0,0,0,0,1,1,2,2,2,1,15772,7806171,"1"
18,288230376151728128,0,3,2048,64781,3388,6,3388,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,2931202217,0,0,0,0,0,0,200,200,200,200,0,0,0,2,4096,1,1,4,1380,1,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,2,1,1,1,1,1,0,"1"
48,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.004958016,0,0,0,0,0,1,3,1,1,1,1,4,1200,"1"
15,288230376151728128,13.434351,3,2048,443,49211,6,443,8,0,144,0,0,24,18,8.596369,6.91294,1.679294,2.101594,0.5954884,10.71879,-1,1,19,1,1,57,57,0,0,64,0,3307380411,2,24,8,0,0,0,505,505,505,505,0,0,0,281,0,8,24,258,0,0,2984992424,3770396878,0.1,298499246.8,1391974965,0,65535,0,0,0,0,0,3,0,0,0,1,16,1,44,44,44,8,144,"1"
23,288230376151728128,13.093095,3,2048,443,49274,6,443,9,0,168,0,0,24,18.66667,8.297421,6.563661,1.454788,1.957882,0.6873852,12.83119,-1,1,19,1,1,60,60,0,0,64,0,2516548526,2,24,9,0,0,0,501,501,501,501,0,0,0,281,0,9,27,258,0,0,3845838014,3937610090,0.01,38458379.28,1652015835,0,65535,0,0,0,0,0,3,0,0,0,1,15,1,43,43,43,9,168,"1"
32,288230376151728128,0,3,2048,68,67,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01031603,0.01031603,0.01031603,0.01031603,0,0.01031603,0,0,0,0,0,2,1,2,2,1,1,4436,855423,"1"
33,288230376151728128,7.006926,3,2048,55319,7000,6,7000,7,0,0,0,0,0,0,0,1.95274,1.000989,0.4513535,0.9990115,0,1,0,19,0,0,63,63,0,96,64,0,3885474893,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,1672910609,0,0.001,1672910.688,1688801305,0,65535,0,0,0,0,0,3,0,0,0,1,10,1,1,1,1,7,0,"1"
34,288230376151728128,57.544973,3,2048,443,49300,6,443,11,0,216,0,0,24,19.63636,7.755972,28.67286,5.231361,8.11542,0.1911548,3.753586,-1,1,19,1,1,57,57,0,0,16448,0,1685918027,2,24,11,0,0,0,251,251,251,251,0,0,0,281,0,11,33,258,0,0,1939581316,3160694562,0.001,1939581.408,1688614605,0,65535,0,0,0,0,0,3,0,0,0,1,7,2,9,9,4.5,88,1728,"1"
35,288230376151728128,0,3,2048,34273,21,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,198426095,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,1,1,4,1380,1,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,7,1,1,1,1,1,0,"1"
29,576460752303456256,7.005862,3,34525,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.002279,1.751465,1.25685,0.5709504,98.20348,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,688,"1"
22,576460752303456256,7.006088,3,34525,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.002052,1.751522,1.256713,0.570932,98.20031,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,1200,"1"
90,288230376151728128,0.972071,3,2048,443,49294,6,443,4,0,0,0,0,0,0,0,0.495989,0.2430177,0.1453189,4.114926,0,-1,0,19,1,1,51,51,0,0,64,0,1587874940,1,0,4,0,0,0,501,501,501,501,0,0,0,273,0,4,12,258,0,0,3794947684,3788790507,0.001,3794947.864,1686679438,0,65535,0,0,0,0,0,131,0,0,0,1,6,2,16,16,8,9,0,"1"
113,288230376151728128,15.576941,3,2048,443,49267,6,443,9,0,168,0,0,24,18.66667,8.297421,7.869022,1.730771,2.328691,0.5777771,10.78517,-1,1,19,1,1,48,48,0,0,64,0,3002204232,2,24,9,0,0,0,503,503,503,503,0,0,0,281,0,9,27,258,0,0,698931616,1132256850,0.1,69893162.64,1620581434,0,65535,0,0,0,0,0,3,0,0,0,1,3,2,6,6,3,18,336,"1"
66,288230376151728128,0,3,2048,5353,5353,17,5353,1,0,341,0,341,341,341,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,6,1,1,1,0.1666667,1,2082,392055,"1"
22,576460752303456256,0,3,34525,5353,5353,17,5353,1,0,417,0,417,417,417,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,417,"1"
9,288230376151728128,3539.965268,3,2048,0,0,2,0,60,0,0,0,0,0,0,0,60.10508,58.99942,6.142598,0.01694932,0,1,0,1,2063,3834,1,1,0,192,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,60,0,"1"
41,576460752303456256,7.00602,3,34525,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.002297,1.751505,1.256683,0.5709376,98.20126,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13,2719,"1"
34,288230376151728128,0,3,2048,443,49299,6,443,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,17,65535,0,108,108,0,0,64,0,1869005167,1,0,1,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,195,0,0,0,1,12,1,19,19,19,3,0,"1"
44,288230376151728128,0,3,2048,58062,13699,6,13699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,0,3208494370,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,1,9,1,1,1,1,1,0,"1"
