"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","ipOptCnt","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isLab"
122,576460752303456256,314.682102,3,34525,0,0,58,0,11,15,216,404,16,24,19.63636,3.506167,75.57887,28.60746,29.64358,0.03495591,0.686407,-0.1538462,-0.3032258,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003257024,70.52625,18.22511,27.43885,0,0,0,1,11,0,1,1,2,2,2,1,34,5429,"0"
69,288230376151728128,0,3,2048,67,68,17,67,1,0,300,0,300,300,300,0,0,0,0,0,0,-1,1,1,65535,0,128,128,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,20,1414,"0"
30,576460752303456256,652.823453,3,34525,49902,56619,6,49902,33,39,9889,18581,0,1428,299.6667,520.9886,201.7282,19.78253,52.87451,0.05054966,15.14805,-0.08333334,-0.3053038,2611,65535,0,64,64,0,2,0,0,2211809810,33,9889,33,18581,0,3540,65535,131038.5,65535,131328,8,8,9,538,32,33,103,286,1440,64,982534871,1582364630,0.001,982534.9177,1689603675,0.004503008,0.002156032,201.728,16.74499,49.27191,16.75608,49.27192,2,0,0,0,1,1,1,1,1,1,0,4198402,"0"
8,576460752303456256,3553.021619,3,34525,0,0,58,0,154,110,4552,2136,16,52,29.55844,14.33168,111.9236,23.07157,27.67454,0.04334339,1.281163,0.1666667,0.361244,1,65535,0,64,255,87,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.051492,8e-05,93.30185,2.807532,9.627218,28.22438,31.23113,0,1,154,8,1,1,1,1,1,1,0,4198402,"0"
21,288230376151728128,0,3,2048,53,55881,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.003075008,0,0,0,0,0,1,2,9,9,9,1,11,730,"0"
72,576460752303456256,1.126337,3,34525,5353,5353,17,5353,7,0,196,0,28,28,28,0,1.021567,0.1609053,0.3071606,6.214836,174.0154,1,1,1,65535,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,14,392,"0"
15,288230376151728128,0,3,2048,53,50183,17,53,1,1,37,48,37,37,37,0,0,0,0,0,0,0,-0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.022112,0,0,0,0,0,1,2,35,35,35,1,24,1144,"0"
61,576460752303456256,1.023938,3,34525,5353,5353,17,5353,8,0,224,0,28,28,28,0,0.920827,0.1279922,0.2701399,7.812973,218.7633,1,1,1,65535,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,19,771,"0"
60,288230376151728128,0,3,2048,138,138,17,138,1,0,201,0,201,201,201,0,0,0,0,0,0,1,1,1,65535,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,2,1,0.5,0.5,29,2611,"0"
35,288230376151728128,0,3,2048,57370,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006835008,0.006835008,0.006835008,0.006835008,0,0.006835008,0,0,0,0,0,3,1,10,10,3.333333,1,1756,324784,"0"
201,288230376151728128,0,3,2048,58770,53,17,53,1,1,48,37,48,48,48,0,0,0,0,0,0,0,0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005619008,0.005619008,0.005619008,0.005619008,0,0.005619008,0,0,0,0,0,3,1,24,24,8,1,13103,2485105,"0"
103,288230376151728128,1.541367,3,2048,137,137,17,137,3,0,150,0,50,50,50,0,0.821389,0.513789,0.27338,1.946324,97.31621,1,1,1,1,1,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,1,133,12187,"0"
169,288230376151728128,0,3,2048,53,52425,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.005188992,0,0,0,0,0,1,3,29,29,29,1,108,7099,"0"
163,288230376151728128,0,3,2048,58334,53,17,53,1,1,48,37,48,48,48,0,0,0,0,0,0,0,0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006172032,0.006172032,0.006172032,0.006172032,0,0.006172032,0,0,0,0,0,3,1,42,42,14,1,10847,2048016,"0"
38,288230376151728128,0,3,2048,53,56912,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.003563968,0,0,0,0,0,1,2,1,1,1,1,15,922,"0"
117,288230376151728128,132.29925,3,2048,5353,5353,17,5353,3,0,918,0,306,306,306,0,128.6454,44.09975,48.82383,0.02267586,6.938815,1,1,1,42826,27549,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,4,1,1,2,0.5,2,10836,2045953,"0"
5,288230376151728128,30.822274,3,2048,5353,5353,17,5353,5,0,763,0,115,162,152.6,16.81524,23.75492,6.164455,7.946097,0.1622204,24.75483,1,1,1,19597,58748,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,5,763,"0"
39,288230376151728128,1.024685,3,2048,5353,5353,17,5353,7,0,196,0,28,28,28,0,1.022824,0.1463836,0.3206067,6.831367,191.2783,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,3,1,1,0.5,1,10,346,"0"
185,288230376151728128,0,3,2048,3722,3722,17,3722,1,0,4,0,4,4,4,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,3,1,2,1,0.3333333,0.5,11996,2272547,"0"
79,288230376151728128,0,3,2048,53,54791,17,53,1,1,57,68,57,57,57,0,0,0,0,0,0,0,-0.088,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.005152,0,0,0,0,0,1,1,15,15,15,1,51,2634,"0"
150,288230376151728128,0,3,2048,65294,53,17,53,1,1,68,57,68,68,68,0,0,0,0,0,0,0,0.088,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005323008,0.005323008,0.005323008,0.005323008,0,0.005323008,0,0,0,0,0,5,1,42,42,8.4,1,10586,2000795,"0"
171,288230376151728128,0,3,2048,53320,53,17,53,1,1,48,37,48,48,48,0,0,0,0,0,0,0,0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005422016,0.005422016,0.005422016,0.005422016,0,0.005422016,0,0,0,0,0,3,1,26,26,8.666667,1,10847,2048016,"0"
41,288230376151728128,0,3,2048,56102,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003491008,0.003491008,0.003491008,0.003491008,0,0.003491008,0,0,0,0,0,1,1,4,4,4,1,6770,1089210,"0"
173,288230376151728128,0,3,2048,58043,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005252992,0.005252992,0.005252992,0.005252992,0,0.005252992,0,0,0,0,0,4,2,24,24,6,1,11637,2202585,"0"
109,68,0,2,2054,0,0,0,0,1,0,28,0,28,28,28,0,0,0,0,0,0,1,1,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
25,288230376151728128,0,3,2048,57009,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003191008,0.003191008,0.003191008,0.003191008,0,0.003191008,0,0,0,0,0,2,1,26,26,13,1,1765,318712,"0"
171,288230376151728128,0,3,2048,53,53320,17,53,1,1,37,48,37,37,37,0,0,0,0,0,0,0,-0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.005422016,0,0,0,0,0,1,3,25,25,25,1,108,7099,"0"
129,288230376151728128,0,3,2048,53,60598,17,53,1,1,57,57,57,57,57,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.005196032,0,0,0,0,0,1,5,79,79,79,1,96,6527,"0"
36,288230376151728128,0,3,2048,53,53962,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.006834944,0,0,0,0,0,1,3,7,7,7,1,25,1444,"0"
44,288230376151728128,0,3,2048,55091,53,17,53,1,1,34,23,34,34,34,0,0,0,0,0,0,0,0.1929825,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002664,0.002664,0.002664,0.002664,0,0.002664,0,0,0,0,0,2,1,2,2,1,1,2112,384897,"0"
11,288230376151728128,0,3,2048,53,64147,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.005132992,0,0,0,0,0,2,3,14,14,7,1,9,684,"0"
1,288230376151728128,2371.491914,3,2048,51115,2408,17,51115,9525,9292,1823028,4503697,32,1312,191.394,150.9361,2.023934,0.2489757,0.5528064,4.016459,768.7262,0.01238242,-0.4237056,1,0,0,64,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02203501,1.9e-05,62.1465,0.1035158,0.8041309,0.3019864,0.9855567,0,0,0,0,2,1,2,1,0.5,0.5,10830,2044650,"0"
107,288230376151728128,0,3,2048,64695,45769,17,45769,1,0,70,0,70,70,70,0,0,0,0,0,0,1,1,1,65535,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0.5,133,12187,"0"
42,288230376151728128,0,3,2048,62595,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004107008,0.004107008,0.004107008,0.004107008,0,0.004107008,0,0,0,0,0,1,1,2,2,2,1,6770,1089210,"0"
16,288230376151728128,0,3,2048,57566,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007112,0.007112,0.007112,0.007112,0,0.007112,0,0,0,0,0,3,1,38,38,12.66667,1,1129,200887,"0"
67,576460752303456256,235.523841,3,34525,5353,5353,17,5353,10,0,1180,0,108,133,118,11.07843,115.202,23.55238,39.31459,0.04245855,5.010108,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,1,90,3666,"0"
118,288230376151728128,121.54827,3,2048,5353,5353,17,5353,19,0,3900,0,90,522,205.2632,107.1339,81.10104,6.397277,18.11615,0.1563165,32.08602,1,1,1,23775,39883,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,85,13299,"0"
108,288230376151728128,1.536401,3,2048,137,137,17,137,3,0,150,0,50,50,50,0,0.819823,0.5121337,0.2726681,1.952615,97.63076,1,1,1,1,1,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0.5,61,2704,"0"
17,288230376151728128,0,3,2048,64642,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003169984,0.003169984,0.003169984,0.003169984,0,0.003169984,0,0,0,0,0,2,1,32,32,16,1,938,169511,"0"
89,288230376151728128,0,3,2048,53,51249,17,53,1,1,37,48,37,37,37,0,0,0,0,0,0,0,-0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.005488992,0,0,0,0,0,1,4,7,7,7,1,49,2588,"0"
98,576460752303456256,114.688997,3,34525,5353,5353,17,5353,42,0,10048,0,114,522,239.2381,126.9608,43.9319,2.730691,7.336648,0.3662077,87.61085,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,433,68962,"0"
71,288230376151728128,167.833922,3,2048,5353,5353,17,5353,8,0,264,0,28,68,33,12.37437,166.809,20.97924,51.55949,0.04766617,1.572984,1,1,1,1,1,1,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,42,1557,"0"
35,288230376151728128,0,3,2048,53,55759,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.005056,0,0,0,0,0,1,2,7,7,7,1,15,922,"0"
6,68,3587.9956,2,2054,0,0,0,0,472,0,13216,0,28,28,28,0,12.08559,7.601686,4.607497,0.1315498,3.683393,1,1,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
63,288230376151728128,0,3,2048,64585,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002847008,0.002847008,0.002847008,0.002847008,0,0.002847008,0,0,0,0,0,1,1,8,8,8,1,1235,239576,"0"
28,288230376151728128,57.225451,3,2048,5353,5353,17,5353,3,0,500,0,38,372,166.6667,119.4958,57.22483,19.07515,22.02572,0.05242423,8.73737,1,1,1,22317,48878,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,3,1,1,0.5,1,5645,872219,"0"
7,576460752303456256,624.037212,3,34525,3722,3722,17,3722,10,0,40,0,4,4,4,0,116.9616,62.40372,28.48995,0.01602468,0.06409874,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,4,1,0.5,0.25,74,4016,"0"
47,288230376151728128,0,3,2048,57616,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477696,0.00477696,0.00477696,0.00477696,0,0.00477696,0,0,0,0,0,1,2,24,24,24,1,959,186940,"0"
129,576460752303456256,300.312437,3,34525,49902,56707,6,49902,14,15,3688,4880,0,1428,263.4286,479.5131,150.0457,21.45089,50.505,0.04661812,12.28054,-0.03448276,-0.1391223,2611,65535,0,64,64,0,2,0,0,582594636,14,3688,14,4880,0,3540,65535,130330.8,65535,131328,3,2,4,538,32,14,46,286,1440,64,1711161997,3044135673,0.004,6844648.313,1683744063,0.003756992,0.002857984,150.0455,20.02322,49.19912,20.02487,49.19912,2,0,0,0,1,2,1,1,1,1,0,4198402,"0"
152,288230376151728128,0,3,2048,53,53537,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.005192,0,0,0,0,0,1,5,37,37,37,1,96,6527,"0"
214,288230376151728128,0.066316,3,2048,5353,5353,17,5353,2,0,592,0,284,308,296,8.485281,0.066316,0.033158,0.02344625,30.15863,8926.956,1,1,1,25526,25526,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,3,2,1,2,0.6666667,2,14235,2705321,"0"
200,288230376151728128,1.535312,3,2048,137,137,17,137,5,0,250,0,50,50,50,0,0.817515,0.3070624,0.3059897,3.256667,162.8333,1,1,1,7492,15853,64,64,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,4,1,1,1,0.25,1,12862,2439560,"0"
58,576460752303456256,1.123456,3,34525,5353,5353,17,5353,7,0,196,0,28,28,28,0,1.02111,0.1604937,0.3161487,6.230773,174.4617,1,1,1,65535,0,1,1,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,25,939,"0"
44,288230376151728128,0.718706,3,2048,137,137,17,137,2,0,100,0,50,50,50,0,0.718706,0.359353,0.2541009,2.782779,139.1389,1,1,1,1,1,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,2,1,0.5,0.5,16,1288,"0"
60,288230376151728128,1.02385,3,2048,5353,5353,17,5353,8,0,224,0,28,28,28,0,1.020567,0.1279812,0.3025713,7.813645,218.7821,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,3,1,1,0.5,1,27,1481,"0"
94,576460752303456256,1.122417,3,34525,5353,5353,17,5353,3,0,84,0,28,28,28,0,1.022736,0.374139,0.3350743,2.672803,74.8385,1,1,1,65535,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,84,"0"
30,288230376151728128,0,3,2048,59390,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009249984,0.009249984,0.009249984,0.009249984,0,0.009249984,0,0,0,0,0,3,1,20,20,6.666667,1,1747,323065,"0"
30,288230376151728128,0,3,2048,53,58712,17,53,1,1,23,34,23,23,23,0,0,0,0,0,0,0,-0.1929825,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.003365984,0,0,0,0,0,1,2,1,1,1,1,11,730,"0"
119,288230376151728128,0.924121,3,2048,5353,5353,17,5353,8,0,224,0,28,28,28,0,0.921468,0.1155151,0.2732007,8.656875,242.3925,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,3,1,1,0.5,1,144,12561,"0"
113,288230376151728128,0.084368,3,2048,7000,51050,6,7000,7,8,3157,41,0,1448,451,548.582,0.03571,0.01205257,0.01162097,82.96985,37419.4,-0.06666667,0.974359,2579,0,0,64,64,0,0,64,0,3110379470,6,2896,7,41,0,3157,65535,123926.3,65535,131712,0,1,1,795,64,7,25,286,1460,64,3516947274,292922414,1,3516947274,1.84467e+19,0.006307008,0.006307008,0.03562304,0.01852685,0.0108578,0.03182296,0.01780547,0,0,0,0,2,3,1,1,0.5,1,1886,354973,"0"
87,288230376151728128,0,3,2048,138,138,17,138,1,0,201,0,201,201,201,0,0,0,0,0,0,1,1,1,65535,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,2,1,0.5,0.5,41,1865,"0"
19,288230376151728128,31.00836,3,2048,443,49372,6,443,10,0,192,0,0,24,19.2,8.016638,15.45896,3.100836,4.503329,0.3224937,6.191879,-1,1,19,1,1,55,55,0,2,64,0,235067696,2,24,10,0,0,0,251,251,251,251,0,0,0,281,0,10,30,258,0,0,1775901646,3204726319,0.001,1775901.73,1688859851,0,65535,0,0,0,0,0,3,0,0,0,1,3,1,1,1,1,10,192,"0"
23,68,3528.380596,2,2054,0,0,0,0,46,31,2116,868,46,46,46,0,90.11305,76.70393,24.59018,0.01303714,0.5997086,0.1948052,0.4182306,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
163,288230376151728128,0,3,2048,53,58334,17,53,1,1,37,48,37,37,37,0,0,0,0,0,0,0,-0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.006172032,0,0,0,0,0,1,3,41,41,41,1,108,7099,"0"
102,576460752303456256,7.004728,3,34525,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.000861,1.751182,1.256337,0.5710429,98.21938,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,173,6029,"0"
37,288230376151728128,0,3,2048,53,50210,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.004179968,0,0,0,0,0,1,2,1,1,1,1,15,922,"0"
28,288230376151728128,0,3,2048,53,61999,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.007457024,0,0,0,0,0,1,3,23,23,23,1,25,1444,"0"
4,288230376151728128,81.164283,3,2048,5353,5353,17,5353,2,0,925,0,448,477,462.5,10.25305,81.16428,40.58214,28.69591,0.02464138,11.39664,1,1,1,19355,19355,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,3,1,1,0.5,1,1133,206627,"0"
82,288230376151728128,0,3,2048,5353,5353,17,5353,1,0,347,0,347,347,347,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1546,305114,"0"
